atmospheric_pressure,air_temperature,potential_temperature,dew_point_temperature,relative_humidity,maximum_vapor_pressure,actual_vapor_pressure,vapor_pressure_deficit,specific_humidity,water_vapor_concentration,air_density,max_wind_speed,wind_direction,total_rainfall,duration_of_rain,solar_radiation,photosynthetically_active_radiation,max_photosynthetically_active_radiation,temperature,lagged_ma_wind_speed,day_sin,day_cos,year_sin,year_cos
1.8946906304448337,-1.5974500120530948,-1.7374823758452478,-1.311052098280023,0.9143010463494712,-1.165499270431264,-1.1256218335979278,-0.7863067249996213,-1.1401115938948705,-1.1419963327509062,2.0607434435509258,-0.9720275256111235,0.1028206386115702,-0.23234921429915661,-0.3293028252741165,-0.7113861139736618,-0.716462079062488,-0.7180686962486391,-1.367212710447977,-0.9702253890781146,0.9940563382235411,-0.10886687484081113,-0.6034038449570228,0.7974357653699018
1.9792315506870917,-1.6775681330859449,-1.823357154590883,-1.3693278689414208,0.9986212612690757,-1.197965232809302,-1.1578440649966597,-0.8076465051859304,-1.1725914107448545,-1.1744742729660052,2.165105056182294,-0.9551598419874617,0.012258005918382324,-0.23234921429915661,-0.3293028252741165,-0.7113861139736618,-0.716462079062488,-0.7180686962486391,-1.422089014262156,-0.9606374273614045,0.9320078692835039,-0.36243803828188786,-0.6028332857342942,0.7978671754188129
1.9757672798952097,-1.7394775902476929,-1.8832636995894645,-1.4164744231267905,1.0600983634195507,-1.2225360634272266,-1.1836218501156448,-0.8226420263979314,-1.1972973697913993,-1.1997348931333045,2.224693770255296,-0.9314396618916876,0.022661149629531287,-0.23234921429915661,-0.3293028252741165,-0.7113861139736618,-0.716462079062488,-0.7180686962486391,-1.4888404322081665,-0.948805474604613,0.8064446042717541,-0.5913096483577567,-0.6022624180703885,0.7982981772370576
1.971063499370447,-1.803457084986366,-1.9451908276173606,-1.4706647852083803,1.1123768966697065,-1.2473651460186126,-1.2127236127894465,-0.8355927038082959,-1.2255175385299102,-1.2281363840621462,2.286297187274858,-0.9211609171835187,0.04031131422545067,-0.23234921429915661,-0.3293028252741165,-0.7026464365233828,-0.7069091011645076,-0.7080248031794666,-1.5581365174681412,-0.9139216138906247,0.6259234721938091,-0.7798844830850566,-0.6016912422574368,0.7987287706040784
1.9724619206075535,-1.8567030515483895,-1.9971647133156945,-1.5213332433418603,1.1434987214491241,-1.2678039450611505,-1.2395867783344947,-0.8438245109071915,-1.251501392009897,-1.25439940979164,2.339446600776389,-0.9208973596268989,-0.11999258671875596,-0.23234921429915661,-0.3293028252741165,-0.6011134022475458,-0.6344158072379132,-0.6414743791136244,-1.61603691866993,-0.9231015772364112,0.40274668986169165,-0.9153114791181471,-0.6011197585877279,0.7991589552995272
1.9827593860806638,-1.855936370964343,-1.9973143861326828,-1.538754928205179,1.103638256214403,-1.2674350136704906,-1.2488125119560263,-0.8362743184088413,-1.2606596354495645,-1.2634878868888693,2.3424144131938096,-0.9709732953846445,-0.1184848847316333,-0.23234921429915661,-0.3293028252741165,-0.37725783532228613,-0.4813333203248828,-0.5094058783705094,-1.6340339860498487,-0.9747133711582768,0.15212338619832333,-0.9883615104664668,-0.6005479673535723,0.7995887311033671
1.9869546497919308,-1.8187140286088899,-1.961430328260323,-1.528048340202924,1.0289765386401333,-1.2528622237394396,-1.2431821009958268,-0.8198631361033998,-1.2552285841074362,-1.2580748968530193,2.307722778225685,-0.9244553866412649,-0.20522800572410965,-0.23234921429915661,-0.3293028252741165,-0.10780466760545139,-0.28247293892571185,-0.3410071560799961,-1.5931349128442542,-0.9463574843790701,-0.10886687485272845,-0.9940563382222359,-0.5999758688475736,0.8000180977956681
1.9749409400732891,-1.7223422791942555,-1.8665003440870471,-1.480479157543781,0.885172244831789,-1.2127962747138152,-1.2171329707703256,-0.7829510838892434,-1.2297771866413836,-1.2326137955732812,2.2107303290642015,-0.8983631885359133,-0.2457349324448139,-0.23234921429915661,-0.3293028252741165,0.13702762300295424,-0.06777454516347495,-0.1604374338246767,-1.5055467263128863,-0.9328935381385832,-0.36243803827949883,-0.9320078692844329,-0.599403463362493,0.8004470551567097
1.9491337117888103,-1.585029786591543,-1.730410335242673,-1.4169440103198716,0.6826504195430658,-1.1518119158377955,-1.1816545980934063,-0.723650613641785,-1.195167545735663,-1.1977300820089156,2.0708944468585493,-0.8938827100733783,-0.22105887658890108,-0.23234921429915661,-0.3293028252741165,0.32951171705827503,0.1269189414944985,0.004519069073351712,-1.369388585397598,-0.9271815609456496,-0.5913096483556894,-0.8064446042732699,-0.5988307511911121,0.8008756029670828
1.9132514941370977,-1.4298536363805487,-1.5759854063175238,-1.340260421689684,0.46574816487350734,-1.08285863892353,-1.1392569252003384,-0.6582680438817666,-1.1535294854460114,-1.1559631835841484,1.910655822890319,-0.8577753248164774,-0.16080105383688506,-0.23234921429915661,-0.3293028252741165,0.46075665906010765,0.2565532099306675,0.11593297974485382,-1.1846973693348235,-0.9114736236650819,-0.7798844830925605,-0.6259234721844593,-0.598257732626506,0.8013037410074859
1.8703453879990992,-1.262295594737205,-1.4087634515400886,-1.2534807084082469,0.24401666153128107,-1.0070063450039317,-1.0912966776236999,-0.5875898529944333,-1.1065668650170184,-1.1085828140110925,1.7365312463058542,-0.8959911705263359,0.07327470533725042,-0.23234921429915661,-0.3293028252741165,0.4119342895366642,0.24074417140111784,0.1021010531980681,-0.9754814610432664,-0.9416655031134459,-0.9153114791171147,-0.4027466898640379,-0.5976844079619066,0.8017314690588272
1.8196208358537391,-1.1606337492926506,-1.3051150257773825,-1.1988207591335756,0.11477676848177752,-0.9609268143105568,-1.0609738619705777,-0.5455919072223606,-1.0764298546283448,-1.078376993070301,1.6233126895671426,-0.8967818431961951,0.16170142688201328,-0.23234921429915661,-0.3293028252741165,0.19030895049888774,0.09382929868050206,-0.02335367355967129,-0.8059107319185381,-0.9145336114470105,-0.9883615104660769,-0.15212338620085683,-0.5971107774905658,0.8021587869023264
1.7805603881177376,-1.117086292118814,-1.2591280527584796,-1.1731812983913328,0.06188499730493474,-0.9417423819962616,-1.0467282438785068,-0.5293904524863177,-1.0622665246576959,-1.0640091800121811,1.5692179154522294,-0.9464624426190111,0.22632655972339588,-0.23234921429915661,-0.3293028252741165,-0.07914421721794701,-0.10503108271866883,-0.19175239585018466,-0.7300132633368308,-0.9330975373240452,-0.994056338222515,0.10886687485018033,-0.5965368415060287,0.8025856943193115
1.7489687810798404,-1.1516635864593072,-1.2898858166490736,-1.190696900693268,0.10879769869656912,-0.9574219660992914,-1.0565645039896987,-0.5440189504518711,-1.0714247680973634,-1.0732981382218494,1.5925419764873043,-1.0023366446223907,0.2730150645913039,-0.23234921429915661,-0.3293028252741165,-0.32397650782635257,-0.3197294764809058,-0.3723221181055041,-0.7350288394918905,-0.9606374273614045,-0.932007869285362,0.36243803827710974,-0.5959626003019508,0.803012191091354
1.726149089074593,-1.2614522460947537,-1.3947316249476631,-1.242868037844608,0.26195387088690625,-1.0079286734805804,-1.086005448046645,-0.593095201691147,-1.099857919241448,-1.1018332832256499,1.690309311397469,-1.0724429546832344,0.1513887452900916,-0.23234921429915661,-0.3293028252741165,-0.5164606018816734,-0.5144229631388793,-0.5372786210035325,-0.8147617486627609,-1.0238771748545994,-0.8064446042747856,0.5913096483536223,-0.5953880541721899,0.8034382770002021
1.710480414759025,-1.3969630393249577,-1.5252463213593221,-1.3087511210339242,0.4489607766304227,-1.069687788276985,-1.1227727099795137,-0.6524481038309552,-1.1355324721750368,-1.1376525753147304,1.8150116749315235,-1.1119765881761916,0.03248131523899151,-0.23234921429915661,-0.3293028252741165,-0.6564452213337848,-0.6536102094730287,-0.6587364247442073,-0.9666304442990438,-1.048561076295492,-0.6259234721864585,0.7798844830909561,-0.5948132034106226,0.8038639518279156
1.6922691563760048,-1.565556099756764,-1.6880529280356684,-1.3939811965781927,0.6771312782028738,-1.145909013587243,-1.170054594789863,-0.7242273644576313,-1.1814301805761616,-1.1837632311756736,1.9709341852796394,-1.0951089045525297,-0.15256900098719378,-0.23234921429915661,-0.3293028252741165,-0.7091558860861785,-0.7102944648700732,-0.7114549222632637,-1.1624223105285305,-1.0414211048043247,-0.4027466898663842,0.9153114791160825,-0.5942380483114182,0.804289215356663
1.670053328086762,-1.7113787468423918,-1.8281841029386723,-1.4717448357524674,0.8739806526697329,-1.2082584186087029,-1.2121809225764155,-0.7803294892717606,-1.222322802446305,-1.2247950321881649,2.1045322372084705,-1.0632184402015445,-0.4110393783129787,-0.23234921429915661,-0.3293028252741165,-0.7113861139736618,-0.716462079062488,-0.7180686962486391,-1.3596524669789534,-1.0444810925862535,-0.1521233861890078,0.9883615104679006,-0.5936625891689021,0.8047140673688234
1.639383407773295,-1.8151489638930738,-1.9265565619026168,-1.5395062677141094,0.9937153578555722,-1.2502797040048228,-1.2479306403598505,-0.8123129436050496,-1.2568259521492386,-1.2595450916775712,2.195868020404642,-1.1304256171395715,-0.28880997821691773,-0.23234921429915661,-0.3293028252741165,-0.7113861139736618,-0.716462079062488,-0.7180686962486391,-1.519782111576511,-1.1230207789890927,0.10886687484763223,0.994056338222794,-0.5930868262774179,0.8051385076470879
